variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,n_Voluntario Sano,media_MPPP,media_Vestibular,media_Voluntario Sano,MPPP_vs_VoluntarioSano_dif,MPPP_vs_VoluntarioSano_d,MPPP_vs_VoluntarioSano_d_ic_low,MPPP_vs_VoluntarioSano_d_ic_high,MPPP_vs_VoluntarioSano_p,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,roi_n,roi,tipo,atlas,medida,hemi,familia_fdr,compuesta,ajusta_etiv,n_esperado,modelo,p_fdr,sobrevive_fdr,n_familia
18_Amygdala_volume_lh,46,"Q('18_Amygdala_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",3.2468538458762,2,39,0.049625951487213125,0.07913963170867849,0.0494950504949505,0.14273859004307204,0.009381700384013564,0.36183573249183865,0.09408107422497076,0.2755216870384579,0.5270695380330844,19,17,10,1632.9705882352941,1739.2526315789476,1875.92,-115.24400390895948,-0.8471395281803313,-1.8661191929168721,0.12397593648743688,0.04943582840945268,-104.17445029540721,-0.7657690784625347,-1.4889098330463875,0.011061154850361193,0.029399055964945926,A2,18,Amígdala,S,aseg,volume,lh,volume,False,True,46,A_sin_ansiedad,0.5939406059394061,False,24
18_Amygdala_volume_rh,46,"Q('18_Amygdala_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.169726268452392,2,39,0.3211055256930832,0.3745767374374585,0.3150684931506849,0.05659128008084517,0.0003178641993991345,0.19300242316333885,0.2093170069250407,0.10037167724606572,0.19423160406259923,19,17,10,1729.0941176470587,1803.3157894736842,1959.5,-84.14868782159965,-0.5465437041415414,-1.557163821721283,0.39004395339334985,0.19840998666839166,-66.48034808949464,-0.4317882623967069,-1.1001307612302724,0.3259537323315402,0.2098453737747881,A2,18,Amígdala,S,aseg,volume,rh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
19_Cerebellum_Cortex_volume_lh,46,"Q('19_Cerebellum_Cortex_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.8697155432122667,2,39,0.42703956948305827,0.4017200385371593,0.4206579342065793,0.042696499191029656,0.0006062236555012789,0.1420275777926854,0.046112850215194345,0.7927779242486437,0.4434872428972365,19,17,10,50913.77058823529,50524.12631578947,55413.64,-1255.4507187486015,-0.34101599832753954,-1.3102903076354462,0.850042079808278,0.41925789531113045,733.2647082589574,0.1991754776121585,-0.5557685235923264,0.9761379839434104,0.5598273908916237,A2,19,Cerebelo,S,aseg,volume,lh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
19_Cerebellum_Cortex_volume_rh,46,"Q('19_Cerebellum_Cortex_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.9222257846059232,2,39,0.15988781618610784,0.173767144568397,0.15998400159984003,0.08973044182865632,0.001174157044562744,0.24426353804743312,0.026813081336713958,0.8767709281375126,0.0844311440624027,19,17,10,50725.958823529414,50103.936842105264,55650.119999999995,-1805.1254207424627,-0.5284162062270601,-1.5488754881429296,0.6419281972608732,0.21339049219037678,942.3815627808299,0.2758643164075299,-0.506816361030478,1.1199812734176644,0.42025024968302543,A2,19,Cerebelo,S,aseg,volume,rh,volume,False,True,46,A_sin_ansiedad,0.6935306469353064,False,24
9_superiorparietal_thickness_lh,31,"Q('9_superiorparietal_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.629443366496822,2,23,0.09366709565646661,0.06679695665254222,0.09299070092990701,0.1860967412723175,0.005092634786656085,0.36226915060701226,0.330446431144269,0.8863312741274703,0.5831862918426163,13,13,5,2.419230769230769,2.3885384615384617,2.4374000000000002,0.05688641947403816,0.6589630432521993,-1.704430202398545,2.21326357577492,0.31900289840322715,0.09350210005520293,1.0831131397005531,-0.274420588670304,1.8095196280862422,0.03140299465160842,A2,9,Parietal superior,C,DKT,thickness,lh,thickness,False,False,46,B_con_ansiedad,0.2641235876412359,False,18
9_superiorparietal_thickness_rh,31,"Q('9_superiorparietal_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",1.494898761294808,2,23,0.24526569560247483,0.31421828911290806,0.24487551244875513,0.11503735340727322,0.00026310221853160425,0.3533591826964351,0.31091814406897156,0.4387580463579042,0.22057794214796816,13,13,5,2.392692307692308,2.3451538461538464,2.3956,0.028701613156657868,0.35708378251455786,-2.578506898923556,2.303587977732236,0.5863064608984385,0.06473077638711179,0.8053314059823886,-0.8634195961906057,2.067925622216563,0.10184868563894424,A2,9,Parietal superior,C,DKT,thickness,rh,thickness,False,False,46,B_con_ansiedad,0.3345265473452655,False,18
9_superiorparietal_area_lh,31,"Q('9_superiorparietal_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",4.513127079091672,2,22,0.022783827580762483,0.16000270858322924,0.021897810218978103,0.29092310377411834,0.013603426550215781,0.6710528085337726,0.1405110729010259,0.2361284881085005,0.1335328875702916,13,13,5,4289.923076923077,4538.538461538462,3837.8,499.0040876421833,1.0772844731889581,-1.4091527172686047,2.7958913297753694,0.11010507254174957,-309.17241507305016,-0.6674627534020484,-2.383091115958068,0.7723579796220595,0.17284342704807612,A2,9,Parietal superior,C,DKT,area,lh,area,False,True,46,B_con_ansiedad,0.22317768223177684,False,18
9_superiorparietal_area_rh,31,"Q('9_superiorparietal_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.18415374002552606,2,22,0.8330769623821757,0.9033525582384311,0.8325167483251675,0.01646559447466123,0.0001666471419887342,0.05752464592252708,0.6775835635153014,0.036984850873807595,0.9559692296150131,13,13,5,4233.846153846154,4466.0,4211.8,139.09846867981787,0.2522749991367781,-1.3918190984278702,2.1734140945037264,0.7003680769230227,-58.474038544231576,-0.10605104544483232,-1.4638340089869513,1.3045843124118628,0.8249357215525778,A2,9,Parietal superior,C,DKT,area,rh,area,False,True,46,B_con_ansiedad,0.9513048695130487,False,18
9_superiorparietal_volume_lh,31,"Q('9_superiorparietal_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",3.430762588799171,2,22,0.05048210274906709,0.1833565900603762,0.049095090490950906,0.23773952122683042,0.009137099244817018,0.5647604692070582,0.1349747582709591,0.28514403034816627,0.5015578730280853,13,13,5,11002.692307692309,11439.615384615385,9777.6,1572.6935618804732,1.3174051226358188,-1.27007132264566,2.7722721656882414,0.05396308490276895,-272.71046500572083,-0.22844257285910974,-2.054066102659566,0.8676316768716225,0.634425002147944,A2,9,Parietal superior,C,DKT,volume,lh,volume,False,True,46,B_con_ansiedad,0.6827317268273173,False,24
9_superiorparietal_volume_rh,31,"Q('9_superiorparietal_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.0742630343897291,2,22,0.9286591798576191,0.9095184073669356,0.927007299270073,0.006705912091767605,1.5058176269602656e-05,0.013869889812011874,0.8817854984291948,0.002745252855573917,0.98364193851352,13,13,5,10700.76923076923,11116.461538461539,10732.8,334.7610874653185,0.24912223538111555,-1.532366965594514,1.8448959134156122,0.7039227517281591,106.98440453382409,0.07961556765806897,-1.0984951796225062,1.7069861588231499,0.8680757343592381,A2,9,Parietal superior,C,DKT,volume,rh,volume,False,True,46,B_con_ansiedad,0.9701029897010299,False,24
