variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,n_Voluntario Sano,media_MPPP,media_Vestibular,media_Voluntario Sano,MPPP_vs_VoluntarioSano_dif,MPPP_vs_VoluntarioSano_d,MPPP_vs_VoluntarioSano_d_ic_low,MPPP_vs_VoluntarioSano_d_ic_high,MPPP_vs_VoluntarioSano_p,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,roi_n,roi,tipo,atlas,medida,hemi,familia_fdr,compuesta,ajusta_etiv,n_esperado,modelo,p_fdr,sobrevive_fdr,n_familia
9_superiorparietal_thickness_lh,46,"Q('9_superiorparietal_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.15028831689377103,2,40,0.8609434420905473,0.8993352142406312,0.8592140785921408,0.0074583705468755515,6.322411390284429e-05,0.02196139084013452,0.8392614660015,0.8204311197914886,0.5697363578822233,19,17,10,2.396,2.3899473684210526,2.4027000000000003,0.016999802663780095,0.18609749502231485,-1.0383214189977865,1.201201525442298,0.6558261417257152,0.01464487334291606,0.16031799297543936,-0.647949307369004,0.8344809094360811,0.6375773350090209,A2,9,Parietal superior,C,DKT,thickness,lh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
9_superiorparietal_thickness_rh,46,"Q('9_superiorparietal_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.35440972711287283,2,40,0.7037682401636652,0.6964832178292687,0.7019298070192981,0.017411938339866723,1.0542706745333065e-05,0.06656417625357273,0.7621136544853812,0.3300538403664043,0.9094097018268108,19,17,10,2.3597647058823528,2.3472631578947367,2.3781,-0.0018238625096067551,-0.019032197103345232,-1.0730041470454454,0.9340707399947341,0.9635998441999352,0.02403640556109604,0.2508224199385281,-0.48418461958980075,0.9164272702597513,0.46200660689366885,A2,9,Parietal superior,C,DKT,thickness,rh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
9_superiorparietal_area_lh,46,"Q('9_superiorparietal_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",4.129362428849718,2,39,0.023624403494806587,0.0868065800822023,0.0216978302169783,0.1747555585252723,0.02226388284132411,0.40681110303694484,0.46449532269536675,0.8655872755101333,0.2879224010683022,19,17,10,4346.117647058823,4552.8421052631575,4199.4,396.86406606976584,0.8937977065093528,0.03578878510246308,1.7734547773166307,0.038697778573312636,-123.49624530063056,-0.27813216224221193,-1.0112678087589961,0.35034465083446376,0.4164721248914885,A2,9,Parietal superior,C,DKT,area,lh,area,False,True,46,A_sin_ansiedad,0.39056094390560947,False,18
9_superiorparietal_area_rh,46,"Q('9_superiorparietal_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.182458890116814,2,39,0.31727263180475246,0.2629517032011905,0.32486751324867513,0.05717206529451178,0.0005522489112469598,0.17509076023088638,0.8177211418403235,0.16261199467686693,0.6615003629371339,19,17,10,4439.411764705882,4511.1578947368425,4408.5,335.6369238917721,0.599106248294835,-0.1459732518919264,1.413043185466358,0.1594887126458346,20.960253838033964,0.03741369958527314,-0.6509859749004505,0.8653619282199364,0.912596576890276,A2,9,Parietal superior,C,DKT,area,rh,area,False,True,46,A_sin_ansiedad,0.6497350264973503,False,18
9_superiorparietal_volume_lh,46,"Q('9_superiorparietal_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",4.282244016199575,2,39,0.020832659712617572,0.0453806382711081,0.022897710228977103,0.18006055329693324,0.031647342114210185,0.3910156200997772,0.353114331368487,0.4574642005171205,0.3880478042709251,19,17,10,11022.588235294117,11503.947368421053,10574.1,1173.7909406241051,0.9960414559655248,0.14055076411979045,1.8197564823880201,0.02206727057484693,-206.05055979672488,-0.17484791582504275,-0.9169402222534595,0.48852578516253964,0.6085560457011299,A2,9,Parietal superior,C,DKT,volume,lh,volume,False,True,46,A_sin_ansiedad,0.5495450454954505,False,24
9_superiorparietal_volume_rh,46,"Q('9_superiorparietal_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.9264333786488481,2,39,0.4045017030473292,0.24259489159214948,0.40555944405559446,0.04535463247427335,0.00027978922823333665,0.1473972465017311,0.9856539152978895,0.13067913997739206,0.20565630042096172,19,17,10,11048.529411764706,11244.578947368422,11113.8,778.1120761937718,0.5449368011443718,-0.22765777689799616,1.2843677389250077,0.19970479823805865,99.35227377739056,0.06957957846317823,-0.6773061855334482,0.9385271122346062,0.8382810194384458,A2,9,Parietal superior,C,DKT,volume,rh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
9_superiorparietal_LGI_lh,45,"Q('9_superiorparietal_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.4266767413247585,2,39,0.2523595474501132,0.29222525834820623,0.25877412258774124,0.06817502649655986,0.0003180640986392982,0.21142572292629652,0.6195395012718887,0.8628842287074385,0.7037408848955233,18,17,10,2.730176470588235,2.8002777777777776,2.7634999999999996,-0.0217538318082387,-0.1660339157852851,-1.078530830700768,0.8013328632623441,0.6909025650838649,-0.07422857978810843,-0.5665421096403136,-1.298048336620025,0.2514063955175423,0.10537385580777167,A2,9,Parietal superior,C,DKT,LGI,lh,LGI,False,False,45,A_sin_ansiedad,0.5175482451754825,False,18
9_superiorparietal_LGI_rh,45,"Q('9_superiorparietal_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.0229457609045725,2,39,0.36897829767022683,0.2753250839472747,0.36246375362463756,0.049844002553144445,0.00044193940867000525,0.1498892135660582,0.7484132717406331,0.7617261971091276,0.10172523463267925,18,17,10,2.760882352941177,2.774,2.7212,0.05907100388265768,0.4643205015076367,-0.3740925176764706,1.2112964047560213,0.2694430058879132,-0.014694582530432654,-0.1155049936772612,-0.9074073042520225,0.7314511796908865,0.7371795960336617,A2,9,Parietal superior,C,DKT,LGI,rh,LGI,False,False,45,A_sin_ansiedad,0.6047395260473952,False,18
10_inferiorparietal_thickness_lh,46,"Q('10_inferiorparietal_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.16790228577396607,2,40,0.8460291817859484,0.854945344941305,0.8469153084691531,0.008325223089384015,1.136113512336006e-05,0.028496490826772632,0.9548229021115696,0.7421512003561626,0.85728790436239,19,17,10,2.5244117647058824,2.52,2.5214,0.025499318975034768,0.23909659424598323,-0.688352524506754,1.057989947353346,0.5672241453942278,0.010549557328018266,0.09891884682886842,-0.6449516290814455,0.8753181425790555,0.7711110991590813,A2,10,Parietal inferior,C,DKT,thickness,lh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
10_inferiorparietal_thickness_rh,46,"Q('10_inferiorparietal_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.02830116637673816,2,40,0.9721150072098381,0.9754782682187064,0.9698030196980302,0.00141305875828599,3.5217261869705714e-05,0.0019709949843019995,0.974600004156917,0.6673169322568944,0.8108690259450357,19,17,10,2.515529411764706,2.529736842105263,2.5453,-0.008334905940796888,-0.08217023329237695,-0.9972505396008782,0.6768871023203127,0.8438372798066179,-0.006950770765287134,-0.06852464315762521,-0.7865917457186052,0.7450962073212158,0.8402387954513179,A2,10,Parietal inferior,C,DKT,thickness,rh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
10_inferiorparietal_area_lh,46,"Q('10_inferiorparietal_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.7057470659107722,2,39,0.49993568020312623,0.4988733248526328,0.508049195080492,0.03492803624674892,1.8893324800467585e-05,0.1301079613950009,0.1756091577137044,0.7233402278884887,0.3714147497330431,19,17,10,4534.529411764706,4735.105263157895,4903.8,-96.37159560074952,-0.21140933395468262,-1.32541980160198,0.9631122549314778,0.6156435295621046,-183.40768907759747,-0.4023394771909415,-1.117049633515313,0.34707081721290606,0.2419937818590262,A2,10,Parietal inferior,C,DKT,area,lh,area,False,True,46,A_sin_ansiedad,0.8313532283135322,False,18
10_inferiorparietal_area_rh,46,"Q('10_inferiorparietal_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.16157073497055188,2,39,0.8513729068676553,0.8557398113876765,0.8531146885311469,0.008217590402539825,5.2571137412046716e-05,0.025497479850634875,0.7077364257441303,0.018344678150946193,0.48287001180593364,19,17,10,5295.941176470588,5394.9473684210525,5690.8,57.74683149817815,0.10672455676500663,-0.9188455358053366,1.2045203204412078,0.7996906292643874,-64.15399665010568,-0.1185659313169807,-0.7854576427100113,0.6141357918726648,0.7281387537058356,A2,10,Parietal inferior,C,DKT,area,rh,area,False,True,46,A_sin_ansiedad,0.9873012698730127,False,18
10_inferiorparietal_volume_lh,46,"Q('10_inferiorparietal_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.43722097705981183,2,39,0.6489552999431896,0.676144014090321,0.6454354564543545,0.021929885692839917,1.9716617743699265e-05,0.08337058745304664,0.24588066642950576,0.47880638500884176,0.7043497561736941,19,17,10,11976.529411764706,12448.473684210527,12996.4,-261.6543931686192,-0.21036852303659628,-1.1738494251367828,0.8904890968855823,0.6173775434592613,-390.6812566693409,-0.31410532782702577,-0.9653139004889993,0.4553264916548504,0.359363003873212,A2,10,Parietal inferior,C,DKT,volume,lh,volume,False,True,46,A_sin_ansiedad,0.860580608605806,False,24
10_inferiorparietal_volume_rh,46,"Q('10_inferiorparietal_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.11473620671935067,2,39,0.8919011451830172,0.9105373099264109,0.8855114488551145,0.005849490174639508,6.535546666819767e-05,0.018269463545985187,0.727687051623084,0.1935530381450285,0.6320676617345261,19,17,10,14087.35294117647,14324.578947368422,15185.5,221.22207711273632,0.14068713798191199,-0.8305605904559317,1.1432186896560848,0.7380823636004972,-87.46374150481756,-0.05562294518748156,-0.7622781300590676,0.6889721620080398,0.8703840694110462,A2,10,Parietal inferior,C,DKT,volume,rh,volume,False,True,46,A_sin_ansiedad,0.9240119466314237,False,24
10_inferiorparietal_LGI_lh,45,"Q('10_inferiorparietal_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.6903541597797949,2,39,0.5074206652207927,0.5702597379089259,0.5033496650334967,0.03419227589157477,0.00014941740326911723,0.13848951382087835,0.6506863432526294,0.11837454370986772,0.13674195675765424,18,17,10,2.940294117647059,2.9838333333333336,2.9645,-0.010567755238185983,-0.08251309853338472,-0.8526841664585161,0.7572451751246176,0.8432320184152772,-0.04967116726488862,-0.38783278249918324,-1.1384776281441353,0.3276232513263808,0.2633481040027732,A2,10,Parietal inferior,C,DKT,LGI,lh,LGI,False,False,45,A_sin_ansiedad,0.6652134786521348,False,18
10_inferiorparietal_LGI_rh,45,"Q('10_inferiorparietal_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.635038854933969,2,39,0.5353055145554779,0.556719750625866,0.531046895310469,0.031538993269851906,0.00019109333353723324,0.11658480907095624,0.8297918446527205,0.3029987468774148,0.4367801393917352,18,17,10,2.953294117647059,2.997055555555556,2.9905999999999997,-0.018583432506094677,-0.1483190798647682,-1.0974670750753552,0.6597194277501531,0.7223804918678614,-0.04796635152814033,-0.3828315958739354,-1.07901695148284,0.36002022628528896,0.2694560210890082,A2,10,Parietal inferior,C,DKT,LGI,rh,LGI,False,False,45,A_sin_ansiedad,0.6652134786521348,False,18
11_lateraloccipital_thickness_lh,46,"Q('11_lateraloccipital_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.45653400891145085,2,40,0.636735213767011,0.6658571375429903,0.6373362663733627,0.02231727079047563,0.00012475457250867475,0.08784920078727146,0.697672368546037,0.9776180157763211,0.6636812366038018,19,17,10,2.1334117647058823,2.1372105263157892,2.1802,-0.03186814138409333,-0.293508868520363,-1.1083219318546846,0.6494370540697713,0.48291774269675375,0.01036045764362864,0.09542088331051579,-0.6387287157355811,0.8629494578490552,0.7789829368249835,A2,11,Occipital lateral,C,DKT,thickness,lh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
11_lateraloccipital_thickness_rh,46,"Q('11_lateraloccipital_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.4899414314793375,2,40,0.6162906415963764,0.6660205203418217,0.6163383661633837,0.02391131439383351,2.184333707742746e-05,0.08740853927447338,0.6206867848515938,0.4045261497741704,0.9666987730098111,19,17,10,2.1884117647058825,2.1904736842105264,2.2418,-0.029974681787106938,-0.27839281432769075,-1.126597294734064,0.5666505292392197,0.5056091108941894,0.013655543869230097,0.1268272109085542,-0.5850597362517781,0.9223798349737983,0.7092432778514666,A2,11,Occipital lateral,C,DKT,thickness,rh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
11_lateraloccipital_area_lh,46,"Q('11_lateraloccipital_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.1878389297139629,2,39,0.31566756473308816,0.4679542007428749,0.31426857314268575,0.057417255313597246,0.00014579389534549768,0.21836157745772541,0.710453689675924,0.017811729681869753,0.9939482461213843,19,17,10,5063.64705882353,5116.526315789473,5223.9,190.0818504303304,0.4742687480427337,-0.5364894274864913,1.4687875982410548,0.26316142073876325,-62.149132551340074,-0.15506683684073988,-0.9777946155702365,0.6433680132049414,0.649569212193112,A2,11,Occipital lateral,C,DKT,area,lh,area,False,True,46,A_sin_ansiedad,0.6497350264973503,False,18
11_lateraloccipital_area_rh,46,"Q('11_lateraloccipital_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.2792261241040889,2,39,0.7578681552533226,0.8243024982398778,0.7618238176182381,0.014117141001983295,0.00010107113849081729,0.05577145551787489,0.39303362266864983,0.7543144582664494,0.46980074127835336,19,17,10,5108.588235294118,4967.8421052631575,5350.1,-5.04695059476785,-0.008534284421930311,-1.0329816005231132,0.8806153928874904,0.9838044832208933,133.53619306329182,0.22580681756730195,-0.5249699818396427,0.9454557737238369,0.5088374020291292,A2,11,Occipital lateral,C,DKT,area,rh,area,False,True,46,A_sin_ansiedad,0.9873012698730127,False,18
11_lateraloccipital_volume_lh,46,"Q('11_lateraloccipital_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.1471721720927609,2,39,0.8636224583652667,0.910632257723645,0.8582141785821418,0.007490755962418205,1.384710737439615e-05,0.020966696575973748,0.46161764794058957,0.9566524621299733,0.6294996902143055,19,17,10,11232.470588235294,11461.21052631579,12055.6,81.24901934641866,0.08145145907291365,-0.9299640283230516,1.0150084643141715,0.8464169741233093,-126.5325337401681,-0.1268478016871431,-0.840893198659914,0.6553460875977554,0.7100115477774365,A2,11,Occipital lateral,C,DKT,volume,lh,volume,False,True,46,A_sin_ansiedad,0.9240119466314237,False,24
11_lateraloccipital_volume_rh,46,"Q('11_lateraloccipital_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.6956806950625103,2,39,0.5048173312582216,0.6460756893740436,0.5062493750624938,0.03444700406818137,0.00035311859702199687,0.16224366009449914,0.2716428965639886,0.7470649438104837,0.24846890773120048,19,17,10,11652.64705882353,11355.105263157895,12615.6,-235.37946148446554,-0.16177901340038398,-1.333033067380895,0.6649611788251962,0.7006548151816709,414.9465962457507,0.2851975721718414,-0.40918179053245934,1.0157790546201548,0.40483562965968467,A2,11,Occipital lateral,C,DKT,volume,rh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
11_lateraloccipital_LGI_lh,45,"Q('11_lateraloccipital_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.14171806885451332,2,39,0.868310789684621,0.8949191238437639,0.8642135786421358,0.007215156452084142,5.709375259087406e-06,0.02361401826845996,0.9446334541556706,0.8189451275643009,0.3516646800531605,18,17,10,2.4267058823529415,2.4239444444444445,2.4483,-0.013193703668835016,-0.14658613300746823,-1.100396754026492,0.5113241112490723,0.7254872662979741,0.006554665960029106,0.0728243683770101,-0.7098182508664822,0.8009885644168705,0.8323578973784327,A2,11,Occipital lateral,C,DKT,LGI,lh,LGI,False,False,45,A_sin_ansiedad,0.9150496715034379,False,18
11_lateraloccipital_LGI_rh,45,"Q('11_lateraloccipital_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.0301628095199231,2,39,0.3664571918143059,0.39815473829345593,0.3695630436956304,0.05017801461575513,0.00031952536682037694,0.16553207368215056,0.4765714046260431,0.21544211524337786,0.9300730548479477,18,17,10,2.421294117647059,2.4662222222222225,2.4598,-0.044213469784444764,-0.4608463529436449,-1.3951418465625465,0.276375917075039,0.2729864492837359,-0.04229847345002473,-0.4408859408583575,-1.14733831571244,0.30988737357442103,0.20460044889688178,A2,11,Occipital lateral,C,DKT,LGI,rh,LGI,False,False,45,A_sin_ansiedad,0.6047395260473952,False,18
12_cuneus_thickness_lh,46,"Q('12_cuneus_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.8589963256192954,2,40,0.43125263454963764,0.3564811559231171,0.42675732426757323,0.041181095782842854,0.0001587126971984732,0.13103527611756005,0.3127575912041243,0.7555291979500305,0.21728520978239793,19,17,10,1.9196470588235295,1.9335263157894738,1.9975999999999998,-0.06394994594676318,-0.5280719415049531,-1.3082015170976038,0.22896172925356467,0.2099457456193685,-0.010607795671041781,-0.08759474573689455,-0.8496832010991432,0.7195273700495416,0.7966792051909847,A2,12,Cuneus,C,DKT,thickness,lh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
12_cuneus_thickness_rh,46,"Q('12_cuneus_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",1.5898429616776781,2,40,0.2165759584511457,0.32479744971461827,0.21197880211978803,0.07363846807499598,0.0008958419908748802,0.24264110998239422,0.31445963609345573,0.3968087902914828,0.3730530406653166,19,17,10,1.9524705882352942,1.904578947368421,1.9797,-0.03223869285224823,-0.2735315144149227,-1.4546346106121346,0.7307195813096524,0.5130286384357324,0.048682501068185224,0.41305019107678137,-0.3012020524635311,1.106553920050504,0.22846551670855939,A2,12,Cuneus,C,DKT,thickness,rh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
12_cuneus_area_lh,46,"Q('12_cuneus_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.29714111373266083,2,39,0.7446060938975905,0.7938612333423284,0.7473252674732527,0.015009294121086165,1.1551566931117844e-05,0.05565056195941613,0.7329605709108601,0.658191535076785,0.7916780001348925,19,17,10,2134.823529411765,2075.315789473684,2151.1,44.18960842263641,0.18827717214188142,-0.7749376113915646,1.0629619826357701,0.6546924463887387,60.246625658989956,0.25669076316943745,-0.5328258260586702,0.983840632283554,0.45301994600883083,A2,12,Cuneus,C,DKT,area,lh,area,False,True,46,A_sin_ansiedad,0.9873012698730127,False,18
12_cuneus_area_rh,46,"Q('12_cuneus_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.012695900494909804,2,39,0.9873884315323284,0.9911125303960143,0.9873012698730127,0.0006506482015428628,8.573809251880486e-05,0.00021706603143634024,0.8928384344042015,0.13301726907802935,0.29679002026965234,19,17,10,2041.1176470588234,2042.4736842105262,2098.7,14.460593762539133,0.06646262885894208,-0.8967951647034896,1.1480799960417534,0.8744084131993435,5.593290768780662,0.02570743736876413,-0.6799517273116824,0.7511862519896713,0.9398778869195665,A2,12,Cuneus,C,DKT,area,rh,area,False,True,46,A_sin_ansiedad,0.9873012698730127,False,18
12_cuneus_volume_lh,46,"Q('12_cuneus_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.3015014464487742,2,39,0.7414153030375398,0.7732926642191129,0.7474252574742526,0.015226191168591703,3.287329388168592e-05,0.057351610896851334,0.45166541882565225,0.049301299448151356,0.9811786677353536,19,17,10,4105.64705882353,4002.1052631578946,4267.3,-31.49777095151103,-0.05695911328907848,-0.9953499618033669,0.7918947438604671,0.8922434699605798,118.55484664782989,0.21438910555221752,-0.5819681594406363,0.9876846441510387,0.530385121049933,A2,12,Cuneus,C,DKT,volume,lh,volume,False,True,46,A_sin_ansiedad,0.8969103089691031,False,24
12_cuneus_volume_rh,46,"Q('12_cuneus_volume_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.6887295601564016,2,39,0.5082174910794579,0.5930726587741212,0.49965003499650035,0.034114556743364784,0.00021655699153994644,0.13688075409968178,0.5197859414006192,0.1668791135392595,0.3512668054114574,19,17,10,4035.764705882353,3929.684210526316,4250.4,-91.50607533429707,-0.17882233861155164,-1.3616832650500943,0.7182010547012053,0.6709483758416906,139.57195692269477,0.2727532969841226,-0.47491204446130003,0.9400376762002702,0.4254669576956989,A2,12,Cuneus,C,DKT,volume,rh,volume,False,True,46,A_sin_ansiedad,0.7147050000882265,False,24
12_cuneus_LGI_lh,45,"Q('12_cuneus_LGI_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",2.7614204727938274,2,39,0.07557774063499074,0.15258042391814033,0.07489251074892511,0.12404511545741748,0.009036096450387094,0.32163872681493616,0.12694110942438439,0.6133219846275016,0.1270273777480727,18,17,10,2.708647058823529,2.7440555555555557,2.8800999999999997,-0.1738805188747645,-0.9588629361142789,-1.9448100452891603,-0.13111840700864494,0.02605639046211263,-0.0368382164729984,-0.20314409364026279,-0.8854470886605738,0.5231596234540294,0.5556456318369274,A2,12,Cuneus,C,DKT,LGI,lh,LGI,False,False,45,A_sin_ansiedad,0.32972702729727027,False,18
12_cuneus_LGI_rh,45,"Q('12_cuneus_LGI_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.03693764058207565,2,39,0.9637699052541282,0.9691288542507029,0.9652034796520348,0.0018906566249845052,4.794345997846066e-06,0.0024663031309250555,0.8424654062100339,0.9968131097669312,0.7666777797148947,18,17,10,2.8945882352941177,2.912777777777778,2.9261000000000004,-0.004246297089195633,-0.025130023587094496,-0.863412168007578,0.8485222693406937,0.9519616547381196,-0.015358425598597403,-0.09089274477177472,-0.8345817876848527,0.6881579140058507,0.7916604672552987,A2,12,Cuneus,C,DKT,LGI,rh,LGI,False,False,45,A_sin_ansiedad,0.9652034796520348,False,18
13_middletemporal_thickness_lh,46,"Q('13_middletemporal_thickness_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.2731245574233573,2,40,0.7624057090772478,0.7635911001276847,0.7621237876212379,0.013472247785472614,4.747578426491279e-05,0.05213178533262089,0.5349171246529529,0.7982116924741695,0.9683756133142135,19,17,10,2.724764705882353,2.7321052631578944,2.7828,-0.035998731214216706,-0.3040889224610219,-1.11386423715973,0.5534183615033614,0.4673831219255832,-0.00916927790407468,-0.07745483642197296,-0.8145677757985982,0.7294150106854465,0.8197683361062016,A2,13,Temporal medio,C,DKT,thickness,lh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
13_middletemporal_thickness_rh,46,"Q('13_middletemporal_thickness_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional",0.2160577419393172,2,40,0.8066228601721003,0.7922973603526381,0.8047195280471953,0.010687431975972921,5.061117551962641e-05,0.03931850489888579,0.5335462667672356,0.02975391447528816,0.6737830458529198,19,17,10,2.798352941176471,2.7829473684210524,2.8471,-0.012542947218583178,-0.10734971711951577,-0.8704418339441294,0.6569740894553857,0.7969425246720384,0.017297062820757603,0.14803815789448613,-0.6617132604663482,0.9434759334957946,0.6634937548914241,A2,13,Temporal medio,C,DKT,thickness,rh,thickness,False,False,46,A_sin_ansiedad,0.9698030196980302,False,18
13_middletemporal_area_lh,46,"Q('13_middletemporal_area_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.5945706135628883,2,39,0.21594665147751174,0.2327066670503609,0.21577842215778423,0.07559151796802392,0.0019693768771424976,0.22026658934865012,0.12199519799586321,0.7403458538329502,0.7895850465874318,19,17,10,4167.235294117647,4273.8421052631575,4644.6,-210.86216952434597,-0.737528430780444,-1.6438060610812193,0.1284264602997785,0.08529943364305924,-96.47328101701203,-0.3374326827861958,-1.0780051489200027,0.42509091612442323,0.32519806642138704,A2,13,Temporal medio,C,DKT,area,lh,area,False,True,46,A_sin_ansiedad,0.6497350264973503,False,18
13_middletemporal_area_rh,46,"Q('13_middletemporal_area_rh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",2.100201842232417,2,39,0.13606537969920446,0.21193331185708453,0.140985901409859,0.09723065819348646,0.0021759918411170375,0.2597048904712484,0.17954833596242414,0.8734132169525028,0.49718372526799315,19,17,10,4106.470588235294,4313.315789473684,4538.5,-179.90875256292657,-0.6313140784499067,-1.479163532071803,0.14479152730869524,0.1387758038986615,-183.08246780251255,-0.6424508968825777,-1.3690272441848792,0.19640826424642632,0.06523961947335544,A2,13,Temporal medio,C,DKT,area,rh,area,False,True,46,A_sin_ansiedad,0.6497350264973503,False,18
13_middletemporal_volume_lh,46,"Q('13_middletemporal_volume_lh') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",2.263622981115506,2,39,0.1174672065985443,0.1824368061341855,0.11778822117788221,0.10400947411557682,0.003918173146756863,0.27390641215734723,0.07888766179751228,0.9119814843082525,0.9906728752450401,19,17,10,12515.64705882353,12898.473684210527,14413.8,-975.6688488020827,-0.8882623957019606,-1.7605184206210749,-0.01426973961859527,0.039853853242014695,-363.1059778413585,-0.3305766973774674,-0.9688690991922384,0.41143829986720637,0.335003935379926,A2,13,Temporal medio,C,DKT,volume,lh,volume,False,True,46,A_sin_ansiedad,0.6935306469353064,False,24
