variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,media_MPPP,media_Vestibular,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,roi_n,roi,tipo,atlas,medida,hemi,familia_fdr,compuesta,ajusta_etiv,n_esperado,etapa_origen,modelo,p_fdr,sobrevive_fdr,n_familia
16a_precentral_LGI_lh,26,"Q('16a_precentral_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",7.390074648313842,1,19,0.01363454680164262,0.02850507398562229,0.014098590140985901,0.2800323510561203,0.003809065204935536,0.5597148226449766,0.0031909505169033033,0.9845004207005612,0.49491693835733136,13,13,3.1772307692307695,3.374153846153846,-0.1716622042289705,-1.299892245607136,-2.214414500332286,1.138758629480081,0.013634546801642188,AD,16a,Precentral,C,DKT,LGI,lh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.12688731126887312,False,18
16a_precentral_LGI_rh,26,"Q('16a_precentral_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",1.8628330607062655,1,19,0.18824433508844582,0.2019858593639153,0.1862813718628137,0.08928955407378424,0.00031839466139796813,0.46333084741302316,0.20896726495634396,0.42215920074655294,0.8569732945686886,13,13,3.1946923076923075,3.2891538461538463,-0.08868312953877294,-0.6526343209329131,-1.839631378043779,0.6752325745574367,0.18824433508844646,AD,16a,Precentral,C,DKT,LGI,rh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.4790092419329495,False,18
16b_postcentral_thickness_lh,26,"Q('16b_postcentral_thickness_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",2.355460443703172,1,19,0.14132950460214982,0.18477571710622134,0.144985501449855,0.11029780649837023,0.0016677348580703378,0.5027822073037138,0.2281538128950345,0.556244871550925,0.2800855945538685,13,13,2.3497692307692306,2.2988461538461538,0.07660149907248628,0.7338728955998192,-0.36925045903686554,2.130375982179062,0.14132950460214985,AD,16b,Postcentral,C,DKT,thickness,lh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.19234076592340765,False,18
16b_postcentral_thickness_rh,26,"Q('16b_postcentral_thickness_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",0.2695067210884683,1,19,0.6096574827869983,0.4635582806209274,0.6099390060993901,0.013986176449110722,9.528881890514259e-07,0.12260724959923591,0.3694863646195379,0.5511679210436996,0.24833785567777447,13,13,2.3482307692307693,2.298923076923077,0.029242223764598035,0.24823770102891424,-0.815227600628028,1.0726504619649828,0.6096574827869916,AD,16b,Postcentral,C,DKT,thickness,rh,A2_thickness,False,False,46,A2,AD_con_ansiedad,0.6099390060993901,False,18
16b_postcentral_area_lh,26,"Q('16b_postcentral_area_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",2.6628323293396563,1,18,0.120089064353076,0.16715645153201028,0.11888811118888111,0.12887063529807752,0.0020906339025685886,0.546957998960367,0.17408109186385598,0.9621614453433371,0.6411288136720471,13,13,4318.692307692308,4617.076923076923,-242.08037535700606,-0.7805861895824487,-2.2823780151905506,0.39780216933805984,0.12008906435307663,AD,16b,Postcentral,C,DKT,area,lh,A2_area,False,True,46,A2,AD_con_ansiedad,0.5060493950604941,False,18
16b_postcentral_area_rh,26,"Q('16b_postcentral_area_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",2.815913038898514,1,18,0.11061102963780517,0.08517162062681242,0.1116888311168883,0.1352769409459216,0.0004341689100495889,0.45904516537653217,0.0955807045456292,0.9632658054232248,0.3785582490286784,13,13,4016.5384615384614,4381.538461538462,-348.9522260687385,-0.8027098129730682,-1.8231148230021144,0.8854417583193341,0.11061102963780478,AD,16b,Postcentral,C,DKT,area,rh,A2_area,False,True,46,A2,AD_con_ansiedad,0.5060493950604941,False,18
16b_postcentral_volume_lh,26,"Q('16b_postcentral_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.3180662707090579,1,18,0.5797318194530973,0.611996127927546,0.5828417158284172,0.017363528770373105,6.165981925101301e-07,0.18147406005410352,0.20896726495634396,0.9042233025436308,0.843752471758372,13,13,10868.692307692309,11455.538461538461,-256.93201731729437,-0.2697787643771133,-1.7092088363181366,1.1851148211342584,0.5797318194530978,AD,16b,Postcentral,C,DKT,volume,lh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.8228353635224712,False,24
16b_postcentral_volume_rh,26,"Q('16b_postcentral_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.5421453559431,1,18,0.2302370306070915,0.17835219698842766,0.22697730226977303,0.07891382076298534,3.6309015430630136e-05,0.4027446029996968,0.20896726495634396,0.5720058471709744,0.318163574463119,13,13,10145.923076923076,10865.384615384615,-709.9287524269058,-0.5940344173040722,-1.7143395836197828,1.2924733121784358,0.23023703060709017,AD,16b,Postcentral,C,DKT,volume,rh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.695930406959304,False,24
16b_postcentral_LGI_lh,26,"Q('16b_postcentral_LGI_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",7.603173014838764,1,19,0.012532608584736645,0.018429047672278674,0.013098690130986902,0.28579948003186884,0.020097226836116325,0.5792260412806114,0.008265546353780249,0.4087801036838926,0.6105097433841586,13,13,3.1713846153846155,3.3556153846153842,-0.1777724689889703,-1.3185007373043374,-2.2865142545160246,0.2991288776385111,0.012532608584736779,AD,16b,Postcentral,C,DKT,LGI,lh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.12688731126887312,False,18
16b_postcentral_LGI_rh,26,"Q('16b_postcentral_LGI_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI",3.561542382254311,1,19,0.07450683328404317,0.056407471537256865,0.07269273072692731,0.1578589939425253,0.002167310979397133,0.4671224214934515,0.11779348392039003,0.8806110668497507,0.8100444000636838,13,13,3.1116153846153844,3.226153846153846,-0.1190334998244939,-0.9024060510009525,-1.8756827472464341,0.33437596300600164,0.07450683328404238,AD,16b,Postcentral,C,DKT,LGI,rh,A2_LGI,False,False,45,A2,AD_con_ansiedad,0.39956004399560047,False,18
17_Thalamus_volume_lh,26,"Q('17_Thalamus_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.1957965108904343,1,18,0.2885824008490077,0.36113039963633353,0.2860713928607139,0.06229470656307581,1.641302423501749e-05,0.375678679572377,0.3173105078629078,0.8385321337321581,0.48459584754986207,13,13,7052.3153846153855,7361.030769230769,-262.97944549357555,-0.5230914165741828,-1.6681112963911688,1.7383725244494803,0.2885824008490014,AD,17,Tálamo,S,aseg,volume,lh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.695930406959304,False,24
17_Thalamus_volume_rh,26,"Q('17_Thalamus_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",3.502031448445401,1,18,0.07763853412919192,0.17313161676756747,0.07889211078892111,0.16286979473739902,0.00038739768974587564,0.5370514402681857,0.29312906808815903,0.46573483421693807,0.9772747033494247,13,13,6731.484615384616,7032.5230769230775,-374.1973042779276,-0.895177120439717,-2.224324035757356,1.3337308139770392,0.07763853412919054,AD,17,Tálamo,S,aseg,volume,rh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.695930406959304,False,24
18_Amygdala_volume_lh,26,"Q('18_Amygdala_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.4989174461504051,1,18,0.2366210872165883,0.21248887885305454,0.23267673232676733,0.07687182892537095,9.404463057717405e-05,0.4209756805268865,0.10622742978000398,0.7472621012077453,0.3522254925293855,13,13,1629.0384615384614,1736.646153846154,-69.6933088442766,-0.5856495447308498,-1.844920756431594,0.7730163438794371,0.23662108721658728,AD,18,Amígdala,S,aseg,volume,lh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.695930406959304,False,24
18_Amygdala_volume_rh,26,"Q('18_Amygdala_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.06364153496756543,1,18,0.8036883944240413,0.7773686354920554,0.7975202479752025,0.003523184117907137,2.0720465006605205e-08,0.04070383758830006,0.5902584513147731,0.3706262083400768,0.2031396556714148,13,13,1723.3153846153846,1776.853846153846,-16.422084473632083,-0.12067554689660145,-1.02604935806866,1.253520967205274,0.8036883944240283,AD,18,Amígdala,S,aseg,volume,rh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.8728581687285817,False,24
19_Cerebellum_Cortex_volume_lh,26,"Q('19_Cerebellum_Cortex_volume_lh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.7818876502930661,1,18,0.388223227753935,0.5105368395637021,0.38636136386361364,0.041629875806485604,4.365781273198675e-06,0.32419866031000827,0.9795436630870078,0.9735400700632593,0.6199036755432833,13,13,51029.938461538455,50607.22307692308,1335.5920869792935,0.42298126294071786,-1.330294711046746,2.0036849433352297,0.3882232277539369,AD,19,Cerebelo,S,aseg,volume,lh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.713282517902056,False,24
19_Cerebellum_Cortex_volume_rh,26,"Q('19_Cerebellum_Cortex_volume_rh') ~ C(Grupo, Treatment(reference='Vestibular')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.46341504229742964,1,18,0.5046957657204001,0.6082134257298533,0.5047495250474953,0.025099096848324235,1.4582700423851508e-06,0.23465413264177093,0.9795436630870078,0.8377212005809205,0.40461828200986233,13,13,50657.31538461538,50280.21538461539,962.8758260225668,0.32563720326770357,-1.196891368561574,2.020307346497736,0.5046957657203998,AD,19,Cerebelo,S,aseg,volume,rh,A2_volume,False,True,46,A2,AD_con_ansiedad,0.8075992400759924,False,24
