variable,n,formula,F,df_num,df_den,p_param,p_hc3,p_perm,eta2p,eta2p_ic_low,eta2p_ic_high,p_kw,shapiro_p,levene_p,n_Vestibular,n_MPPP,n_Voluntario Sano,media_MPPP,media_Vestibular,media_Voluntario Sano,MPPP_vs_VoluntarioSano_dif,MPPP_vs_VoluntarioSano_d,MPPP_vs_VoluntarioSano_d_ic_low,MPPP_vs_VoluntarioSano_d_ic_high,MPPP_vs_VoluntarioSano_p,MPPP_vs_Vestibular_dif,MPPP_vs_Vestibular_d,MPPP_vs_Vestibular_d_ic_low,MPPP_vs_Vestibular_d_ic_high,MPPP_vs_Vestibular_p,etapa,familia_fdr,roi,hemi,medida,atlas,tipo,ajusta_etiv,n_esperado,bloque,modelo,p_fdr,sobrevive_fdr,n_familia
amyg_lh_Cortical_nucleus,46,"Q('amyg_lh_Cortical_nucleus') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",2.4546723665213537,2,39,0.09906019831432401,0.1407983962602026,0.09979002099790021,0.11180637659000005,0.002735158080495119,0.27469255696080913,0.41151482571778697,0.2556415857268595,0.27604452530125645,19,17,10,26.162923529411763,28.243091789473684,25.6943025,1.748441063596056,0.39285122662052885,-0.762147415263901,1.37431292265722,0.3527814882683372,-2.129142705698914,-0.4783897730379619,-1.1181804149026413,0.1745069401723727,0.1656953676849491,A3,amigdala,Cortical nucleus,lh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.39916008399160086,False,20
amyg_rh_Cortical_nucleus,46,"Q('amyg_rh_Cortical_nucleus') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.055277107564982,2,39,0.35782433360489685,0.5119556083463228,0.3574642535746425,0.05133850067030268,0.00042231838809543077,0.18748400800105208,0.6732687847852061,0.013292221537856889,0.5932787384191968,19,17,10,28.470704529411766,29.246626157894735,28.4778279,1.7877999383230572,0.3782874182926494,-0.6257119742740076,1.2900212784496294,0.3707219648654312,-1.0252676536214471,-0.2169402993218671,-0.8838560475658462,0.47138550640147825,0.5255290085040005,A3,amigdala,Cortical nucleus,rh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.54994500549945,False,20
amyg_lh_Anterior_amygdaloid_area_AAA,46,"Q('amyg_lh_Anterior_amygdaloid_area_AAA') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",4.724365695035066,2,39,0.014546310297641129,0.007882847112379854,0.0112988701129887,0.19502536225348321,0.02675253329580521,0.34362339040859363,0.01283168446487995,5.427493013024227e-05,0.5168800341221914,19,17,10,50.83131911764706,55.80869157894736,60.151508899999996,-6.1396049155518035,-1.1108117381600089,-1.8368414398419968,-0.24278974420249566,0.011305155787834979,-4.735044886790341,-0.8566908642017264,-1.4544067106842231,-0.1368931007744084,0.015567612454619613,A3,amigdala,Anterior amygdaloid area AAA,lh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.225977402259774,False,20
amyg_rh_Anterior_amygdaloid_area_AAA,46,"Q('amyg_rh_Anterior_amygdaloid_area_AAA') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.541300734071579,2,39,0.22686084301712833,0.25065997469212625,0.23117688231176883,0.07325120977791048,0.000794040166764066,0.20200130655448675,0.29705517684472965,0.37529017304418205,0.845551047551874,19,17,10,56.936126882352944,61.17345657894737,62.5486713,-1.7308220094205105,-0.23887110796951172,-1.108954997755939,0.6671939175905888,0.5707195056733187,-4.282499375732471,-0.5910286356379606,-1.2440362494364046,0.15078001561179816,0.0888187061925903,A3,amigdala,Anterior amygdaloid area AAA,rh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.46235376462353767,False,20
amyg_lh_Corticoamygdaloid_transitio,46,"Q('amyg_lh_Corticoamygdaloid_transitio') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",2.1507984122287214,2,39,0.12999706651437581,0.14307722209845827,0.1341865813418658,0.09934037402583343,0.0023516751577746424,0.26341254888599686,0.23705408578265072,0.6959554988004035,0.7026354452855292,19,17,10,163.05304905882352,176.189549,176.72714539999998,-3.3320236373907477,-0.2026450326554402,-1.1596175189097038,0.737209423015554,0.630313823279468,-11.306955583042793,-0.6876597025444863,-1.4050848207871847,0.11905588277336741,0.049155697543044836,A3,amigdala,Corticoamygdaloid transitio,lh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.44728860447288604,False,20
amyg_rh_Corticoamygdaloid_transitio,46,"Q('amyg_rh_Corticoamygdaloid_transitio') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.6049117796173762,2,39,0.21389265436616667,0.25910593675950955,0.20587941205879412,0.07604446758063978,0.0006872954819929286,0.2260513507941797,0.3274618392725315,0.5645427347664058,0.5843663367289192,19,17,10,168.83679652941177,179.8049844736842,183.5394092,-2.2067550603628234,-0.1229932388236094,-1.0259675424493904,0.8155381175432624,0.7699901256398538,-10.473835663565826,-0.5837580229481326,-1.3259108341736778,0.1915303928753805,0.09266938103726012,A3,amigdala,Corticoamygdaloid transitio,rh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.46235376462353767,False,20
amyg_lh_Paralaminar_nucleus,46,"Q('amyg_lh_Paralaminar_nucleus') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.7839425797501267,2,39,0.4636642999399997,0.513690476439388,0.47025297470252975,0.038648432210252485,8.113277341324292e-05,0.14545949841064895,0.1205526940245608,0.3155355919462891,0.7118107085342515,19,17,10,45.72826688235294,47.30717221052632,51.2021132,-1.8748651660267264,-0.45977411360909015,-1.3414024199110317,0.5197596813458606,0.27779891655359124,-1.3945250247988543,-0.3419800627803908,-1.0603130500222477,0.41263096688127066,0.3188021559457525,A3,amigdala,Paralaminar nucleus,lh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.6462511643572486,False,20
amyg_rh_Paralaminar_nucleus,46,"Q('amyg_rh_Paralaminar_nucleus') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",0.4835294367969825,2,39,0.6202505060676147,0.5998488315746293,0.6139386061393861,0.024196398255186498,4.557079655669233e-05,0.09803416346312888,0.20684109785424995,0.3169657816174689,0.6497559045207731,19,17,10,46.11060652941177,47.626829,51.81012869999999,-1.9314422305099335,-0.3871319312154546,-1.2040528232418881,0.4256482201835548,0.3597577181518971,-1.1710967899987756,-0.2347307906966229,-0.9702372075341525,0.56527659049115,0.492333378509567,A3,amigdala,Paralaminar nucleus,rh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.6462511643572486,False,20
amyg_lh_Whole_amygdala,46,"Q('amyg_lh_Whole_amygdala') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",2.567899564062722,2,39,0.0896056607271719,0.13438597216211715,0.0912908709129087,0.11636356947375781,0.005293685357084686,0.3344537122897629,0.20230730515499318,0.5877308989196459,0.8733912243736587,19,17,10,1684.5048955882353,1790.4527420000002,1864.6237914999997,-66.17856196520995,-0.48365414497812803,-1.3703218843471228,0.4133552311958943,0.2539833396220236,-104.5377421999751,-0.7639953305158302,-1.5642313067220768,0.03542585788572715,0.029754325121122457,A3,amigdala,Whole amygdala,lh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.39916008399160086,False,20
amyg_rh_Whole_amygdala,46,"Q('amyg_rh_Whole_amygdala') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + eTIV",1.0656326429189686,2,39,0.35432719070228536,0.41743506271310465,0.3504649535046495,0.051816185838848026,0.00016875470121839557,0.1746639176934215,0.3603076015907459,0.25089363351540594,0.4893977231061904,19,17,10,1775.6979377647058,1863.5732651578946,1950.5332704,-40.13752661218973,-0.23185479257489877,-1.247026964639113,0.6977911608869277,0.582042173388025,-85.47491844517049,-0.4937466545445467,-1.218642442381005,0.2856724081208053,0.15285318316672286,A3,amigdala,Whole amygdala,rh,volume,amyg,S,True,46,Núcleo amigdalino,A_sin_ansiedad,0.54994500549945,False,20
hipp_lh_Hippocampal_tail,31,"Q('hipp_lh_Hippocampal_tail') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",3.3299362214089925,2,22,0.054529649288181124,0.10562700249387598,0.054894510548945105,0.23237620670174733,0.018102455667515928,0.5325096531334352,0.13199384318783133,0.08042882090717907,0.11139335880727491,13,13,5,549.9798823846154,588.1452613846154,623.285923,-81.68771596460806,-1.477177710933945,-3.0291781452203463,0.21588751156215516,0.03245523696619674,-56.16450085286589,-1.0156355557980021,-2.451930116830362,0.4539856946149937,0.04335397257460917,A3,hipocampo_posterior,Hippocampal tail,lh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.6731326867313269,False,18
hipp_rh_Hippocampal_tail,31,"Q('hipp_rh_Hippocampal_tail') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.2770093010585142,2,22,0.7606523508023921,0.8021459911143188,0.7636236376362364,0.0245640748946188,7.910129017651106e-06,0.09433784476799659,0.13802299357538161,0.0030583355849456645,0.5042836782508526,13,13,5,592.3717171538461,603.456228076923,676.0764802,-51.12990056618737,-0.47746886910381686,-2.5209652421842277,1.5069077050902742,0.46835985946176706,-22.141759226624952,-0.20676748088371938,-1.6899501801141297,1.3770923323213995,0.6667636457002786,A3,hipocampo_posterior,Hippocampal tail,rh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.859076592340766,False,18
hipp_lh_Whole_hippocampal_body,31,"Q('hipp_lh_Whole_hippocampal_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.8862299097835167,2,22,0.4264166429780102,0.5710620974882145,0.4253574642535746,0.07455937807950895,0.0009508560050492168,0.3252444114277083,0.30029868964352496,0.9156096109528451,0.24191702526138117,13,13,5,1222.914859,1258.5543767692309,1324.7302196,-64.55670173546775,-0.6216182181778183,-2.2622690634976905,0.8666623125843069,0.3471413971983236,-62.36375862182641,-0.6005023099262956,-2.2025357552621405,0.5786433904130299,0.2182095053768737,A3,hipocampo_posterior,Whole hippocampal body,lh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.7295815872958158,False,18
hipp_rh_Whole_hippocampal_body,31,"Q('hipp_rh_Whole_hippocampal_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.37746658618166806,2,22,0.6899510513346563,0.7631986508345862,0.6926307369263074,0.03317668158569804,2.6070230650351404e-05,0.134407511072146,0.3113967847085516,0.0036319301661509895,0.40730167632545466,13,13,5,1238.7130696153845,1300.1724691538461,1343.3223937999999,14.596993439553842,0.08698670665518049,-1.5735662578492844,1.4493628306371484,0.8942792934838668,-54.959929538320566,-0.3275183542649729,-1.3661251544133468,1.0955455845180002,0.496586853547686,A3,hipocampo_posterior,Whole hippocampal body,rh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.8489151084891511,False,18
hipp_lh_CA1_body,31,"Q('hipp_lh_CA1_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.438743523934718,2,22,0.6503662402230685,0.7468866813999855,0.6553344665533447,0.038355919338228,4.57525335736869e-05,0.14746520910651462,0.4482988086268219,0.4022847915023101,0.3255829521700445,13,13,5,130.4819813076923,135.44051507692308,129.303842,-2.851641050954939,-0.14193663245043042,-2.0869996165670783,1.5085307647516024,0.8283908291811057,-8.618678292196547,-0.4289832244343488,-1.981294276446468,0.5812285663802721,0.37500660463757785,A3,hipocampo_posterior,CA1 body,lh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.8489151084891511,False,18
hipp_rh_CA1_body,31,"Q('hipp_rh_CA1_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.286587225568564,2,22,0.29619354315701646,0.3831110606484577,0.292970702929707,0.10471477571014655,0.0006670594332758587,0.3117825274650783,0.7700573221299473,0.27781352451860497,0.5061388232854009,13,13,5,136.28123753846154,145.33839184615383,135.8614724,14.407132510184283,0.6084375462200311,-1.2395762209074317,1.8423430013238715,0.3572572507206345,-7.812510330057176,-0.3299355101841728,-1.5693514245295581,1.2494722792143218,0.49344895742243017,A3,hipocampo_posterior,CA1 body,rh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.7295815872958158,False,18
hipp_lh_CA3_body,31,"Q('hipp_lh_CA3_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.3616630647317471,2,22,0.7005813493415239,0.8787985445359948,0.7074292570742926,0.03183187731155325,9.875700995241795e-05,0.1156613356110459,0.84091640178664,0.89583700904097,0.47209727154179865,13,13,5,90.9283906923077,94.23602746153847,85.4438538,-0.1637110722685815,-0.007658969079972299,-1.7421166262732384,1.4289917493544129,0.9906624599234614,-7.633500897971157,-0.3571215223218722,-2.230291061438907,0.9530096087052073,0.4589493056995054,A3,hipocampo_posterior,CA3 body,lh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.8489151084891511,False,18
hipp_rh_CA3_body,31,"Q('hipp_rh_CA3_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.192246608564213,2,22,0.3224025099293556,0.2987493119637761,0.31796820317968205,0.0977872780006551,0.0003898483776093464,0.2695272786622979,0.6243589868000191,0.0005531196184482801,0.4581705542097757,13,13,5,105.98291692307693,109.22839515384615,94.84948,21.128313685278727,0.8038743672528649,-0.7024934569291841,1.9996042032761365,0.22717702592727523,-2.6933046937407816,-0.10247285414020395,-1.2867246150677702,1.2805903478965026,0.8307452106934646,A3,hipocampo_posterior,CA3 body,rh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.7295815872958158,False,18
hipp_lh_CA4_body,31,"Q('hipp_lh_CA4_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.3545160565721963,2,22,0.27876382630691177,0.22532508803717907,0.28177182281771823,0.10963732212332496,0.0004479667004810964,0.2930468969345893,0.2972405903754482,0.21120955057520158,0.541673203474608,13,13,5,125.93931923076924,125.89106846153845,138.30985479999998,-10.970120691469504,-1.0203549610005862,-2.046324272723029,0.9718848162741078,0.12907938023765994,-1.7051242041486763,-0.1585973381476279,-1.705615799976193,0.9390017831604678,0.7409684790446616,A3,hipocampo_posterior,CA4 body,lh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.7295815872958158,False,18
hipp_rh_CA4_body,31,"Q('hipp_rh_CA4_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.05140303083211335,2,22,0.9500094943033469,0.9291371920554713,0.9524047595240476,0.004651267417241498,5.358725691512839e-05,0.009201294274932962,0.48115025250643073,0.011075857975225523,0.5946032350321285,13,13,5,131.558773,135.12980138461538,145.534162,-3.4280082572650095,-0.16800497867252215,-1.5084139110494041,1.2213291330732532,0.7975481468144163,-2.7928809969703376,-0.13687770772910948,-1.2838375384739111,1.160320817063467,0.7753438510736601,A3,hipocampo_posterior,CA4 body,rh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.9524047595240476,False,18
hipp_lh_GC_ML_DG_body,31,"Q('hipp_lh_GC_ML_DG_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",1.8579531159613625,2,22,0.17965086817673684,0.15155201770534166,0.17698230176982302,0.1444983582694023,0.0027515803891254398,0.36019375963132383,0.22833919072128983,0.8761127486393174,0.5060970412921411,13,13,5,140.41439499999998,140.43789569230768,155.535339,-12.44562358819175,-1.1934277438006395,-2.270783959202307,0.43438461442195686,0.0786288473216569,-1.895683926169685,-0.18177970552751774,-1.547064203335682,0.955909633744102,0.7048801598212288,A3,hipocampo_posterior,GC ML DG body,lh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.7295815872958158,False,18
hipp_rh_GC_ML_DG_body,31,"Q('hipp_rh_GC_ML_DG_body') ~ C(Grupo, Treatment(reference='Voluntario Sano')) + Edad + C(Genero) + N_Educacional + STAI_Rasgo + BDI + eTIV",0.07792664761576003,2,22,0.9252864453256822,0.9056807516905927,0.9255074492550744,0.0070344072581967985,5.823662107392492e-06,0.01835926058086152,0.4040803885701363,0.008771475813880023,0.7054302084812585,13,13,5,144.86134800000002,148.22464146153845,162.098216,-5.231373454938819,-0.2526693068759309,-1.597842272853901,1.2498488742223048,0.6999239945605653,-2.3211969581413228,-0.11211113708244068,-1.249035500069172,1.266767282887153,0.8151201828924282,A3,hipocampo_posterior,GC ML DG body,rh,volume,hipp,S,True,46,Subcampo hipocampal,B_con_ansiedad,0.9524047595240476,False,18
